,open,high,low,close,adjusted close,volume,dividend amount,split coefficient
2015-12-14,43.65,43.75,43.1,43.43,43.43,2673030,0.0,1.0
2015-12-15,43.73,44.05,43.5,43.5,43.5,2400960,0.0,1.0
2015-12-16,43.5,43.74,42.67,43.74,43.74,4300720,0.0,1.0
2015-12-17,44.3,44.87,43.74,43.74,43.74,3846540,0.0,1.0
2015-12-18,42.6,43.22,42.43,42.58,42.58,3771660,0.0,1.0
2015-12-21,42.7,42.95,41.95,41.95,41.95,3000130,0.0,1.0
2015-12-22,42.34,42.36,41.88,42.23,42.23,1564950,0.0,1.0
2015-12-23,42.64,42.96,42.41,42.75,42.75,3514940,0.0,1.0
2015-12-28,42.95,42.95,42.41,42.5,42.5,1261830,0.0,1.0
2015-12-29,42.5,42.78,42.14,42.42,42.42,2448500,0.0,1.0
2015-12-30,42.38,42.38,41.9,42.13,42.13,2003590,0.0,1.0
2016-01-04,41.0,42.3,40.8,41.1,41.1,1709240,0.0,1.0
2016-01-05,41.5,41.5,40.86,41.18,41.18,2419970,0.0,1.0
2016-01-06,40.7,40.92,40.35,40.5,40.5,1386590,0.0,1.0
2016-01-07,39.98,40.03,39.47,39.47,39.47,2545360,0.0,1.0
2016-01-08,39.75,40.02,39.33,39.34,39.34,2731250,0.0,1.0
2016-01-11,39.56,39.79,38.72,38.72,38.72,2351470,0.0,1.0
2016-01-12,38.95,39.11,38.28,38.38,38.38,2097460,0.0,1.0
2016-01-13,38.57,38.91,37.75,37.75,37.75,5204980,0.0,1.0
2016-01-14,37.73,38.33,37.36,38.27,38.27,2785630,0.0,1.0
2016-01-15,37.51,37.68,36.69,37.48,37.48,2612160,0.0,1.0
2016-01-18,37.51,37.51,36.75,36.75,36.75,2148630,0.0,1.0
2016-01-19,37.85,37.85,36.63,36.85,36.85,1566450,0.0,1.0
2016-01-20,36.6,36.61,36.01,36.5,36.5,3154670,0.0,1.0
2016-01-21,36.32,36.96,36.2,36.6,36.6,4935090,0.0,1.0
2016-01-22,37.19,37.3,36.83,36.86,36.86,7689490,0.0,1.0
2016-01-26,36.75,36.75,36.05,36.45,36.45,3018250,0.0,1.0
2016-01-27,36.49,37.63,36.24,37.48,37.48,3505190,0.0,1.0
2016-01-28,37.48,38.01,36.82,37.4,37.4,1612940,0.0,1.0
2016-01-29,37.51,39.36,37.51,39.19,39.19,2960360,0.0,1.0
2016-02-01,39.2,39.39,38.59,39.3,39.3,1747700,0.0,1.0
2016-02-02,38.77,38.77,37.52,37.52,37.52,4566960,0.0,1.0
2016-02-03,38.01,38.64,37.62,38.4,38.4,2391090,0.0,1.0
2016-02-04,39.09,40.31,38.61,39.62,39.62,5495800,0.0,1.0
2016-02-05,39.41,40.06,39.35,39.35,39.35,1664340,0.0,1.0
2016-02-10,38.96,39.3,38.8,39.16,39.16,1650280,0.0,1.0
2016-02-11,38.6,38.69,37.8,38.2,38.2,3279040,0.0,1.0
2016-02-12,38.74,38.77,38.28,38.73,38.73,1683840,0.0,1.0
2016-02-15,39.49,39.52,39.01,39.05,39.05,1886630,0.0,1.0
2016-02-16,39.2,40.04,38.88,39.74,39.74,3674830,0.0,1.0
2016-02-17,40.0,41.17,39.93,40.3,40.3,4380850,0.0,1.0
2016-02-18,40.3,40.68,40.0,40.2,40.2,2372930,0.0,1.0
2016-02-19,40.19,40.71,39.75,40.25,40.25,2098660,0.0,1.0
2016-02-22,41.27,42.16,41.27,41.96,41.96,3213240,0.0,1.0
2016-02-23,41.99,42.38,41.15,41.31,41.31,3987350,0.0,1.0
2016-02-24,40.52,41.06,40.02,40.88,40.88,2597330,0.0,1.0
2016-02-25,40.87,41.15,40.29,40.6,40.6,3488170,0.0,1.0
2016-02-26,41.48,41.48,40.23,40.25,40.25,2123400,0.0,1.0
2016-02-29,40.6,41.81,40.6,41.45,41.45,1974320,0.0,1.0
2016-03-01,42.01,43.12,41.87,42.75,42.75,2934210,0.0,1.0
2016-03-02,42.75,43.69,42.54,43.5,43.5,2833720,0.0,1.0
2016-03-03,44.0,46.0,44.0,45.7,45.7,5128950,0.0,1.0
2016-03-04,48.49,48.5,46.89,47.6,47.6,10032510,0.0,1.0
2016-03-07,48.0,48.25,47.31,47.77,47.77,2442120,0.0,1.0
2016-03-08,47.96,48.53,47.51,47.7,47.7,5890860,0.0,1.0
2016-03-09,48.11,48.65,47.24,47.25,47.25,4170300,0.0,1.0
2016-03-10,48.1,48.67,46.61,48.6,48.6,8780450,0.0,1.0
2016-03-11,48.4,48.63,47.8,48.46,48.46,3703720,0.0,1.0
2016-03-14,48.75,48.75,47.13,47.13,47.13,3642370,0.0,1.0
2016-03-15,46.28,46.64,45.33,45.76,45.76,6195010,0.0,1.0
2016-03-16,45.6,46.46,45.14,46.3,46.3,5281920,0.0,1.0
2016-03-17,49.26,49.89,48.02,49.55,49.55,5274570,0.0,1.0
2016-03-18,49.99,49.99,48.78,49.2,49.2,3565670,0.0,1.0
2016-03-21,49.45,49.91,49.2,49.71,49.71,3990230,0.0,1.0
2016-03-22,49.49,49.8,49.37,49.57,49.57,1873270,0.0,1.0
2016-03-23,49.15,49.15,48.08,48.2,48.2,2498520,0.0,1.0
2016-03-24,47.45,48.38,47.35,48.38,48.38,2565340,0.0,1.0
2016-03-28,49.0,49.74,48.75,49.5,49.5,3208400,0.0,1.0
2016-03-29,49.49,50.29,48.91,49.65,49.65,2275290,0.0,1.0
2016-03-30,50.29,50.81,49.42,49.68,49.68,3829480,0.0,1.0
2016-03-31,49.68,49.68,48.2,48.64,48.64,3926230,0.0,1.0
2016-04-01,48.12,49.35,47.91,49.12,49.12,1577930,0.0,1.0
2016-04-04,48.8,48.8,47.18,47.33,47.33,2371160,0.0,1.0
2016-04-05,47.19,48.25,46.76,47.36,47.36,2437110,0.0,1.0
2016-04-06,47.21,47.59,46.5,46.82,46.82,4624670,0.0,1.0
2016-04-07,47.52,47.88,46.86,47.05,47.05,4637450,0.0,1.0
2016-04-08,48.56,49.05,48.45,48.92,48.92,2366310,0.0,1.0
2016-04-11,50.31,50.31,48.6,48.6,48.6,3048540,0.0,1.0
2016-04-12,49.4,50.84,49.11,50.55,50.55,5307360,0.0,1.0
2016-04-13,52.12,52.34,51.51,51.51,51.51,10764220,0.0,1.0
2016-04-14,52.05,52.28,50.75,50.9,50.9,6181900,0.0,1.0
2016-04-15,51.7,51.87,51.07,51.71,51.71,4414180,0.0,1.0
2016-04-18,52.38,52.38,50.7,51.2,51.2,4521790,0.0,1.0
2016-04-19,51.93,52.52,51.5,52.24,52.24,2981740,0.0,1.0
2016-04-20,51.7,52.27,51.3,51.95,51.95,2987390,0.0,1.0
2016-04-22,51.5,51.79,51.04,51.3,51.3,1286500,0.0,1.0
2016-04-25,51.3,51.39,50.24,50.35,50.35,960550,0.0,1.0
2016-04-26,51.0,51.59,50.37,51.52,51.52,3348710,0.0,1.0
2016-04-27,52.0,53.01,51.85,52.87,52.87,2240440,0.0,1.0
2016-04-28,52.9,53.37,52.37,52.65,52.65,3256540,0.0,1.0
2016-04-29,52.6,53.13,51.98,52.15,52.15,2720070,0.0,1.0
2016-05-02,52.35,52.44,51.66,51.93,51.93,3016770,0.0,1.0
2016-05-03,51.37,51.37,50.71,50.8,50.8,1430780,0.0,1.0
2016-05-04,50.79,51.19,50.33,51.02,51.02,4231510,0.0,1.0
2016-05-05,51.22,51.55,49.81,50.33,50.33,1723060,0.0,1.0
2016-05-06,49.85,50.66,49.73,50.31,50.31,3044750,0.0,1.0
2016-05-09,49.56,49.93,47.0,49.52,49.52,7761460,0.0,1.0
2016-05-10,50.4,51.58,50.14,51.58,51.58,3130800,0.0,1.0
2016-05-11,52.2,52.49,51.13,51.23,51.23,4285710,0.0,1.0
2016-05-12,51.3,52.25,50.82,51.45,51.45,4634350,0.0,1.0
2016-05-13,51.5,51.65,49.83,50.22,50.22,4281140,0.0,1.0
2016-05-16,50.0,50.76,49.9,50.11,50.11,2692530,0.0,1.0
2016-05-17,50.11,50.51,49.16,49.38,49.38,4575550,0.0,1.0
2016-05-18,48.03,49.84,48.03,48.99,48.99,3098280,0.0,1.0
2016-05-19,48.6,48.9,48.1,48.9,48.9,4326000,0.0,1.0
2016-05-20,49.08,49.3,48.25,48.28,48.28,2137260,0.0,1.0
2016-05-23,47.34,48.14,46.85,47.72,47.72,2415190,0.0,1.0
2016-05-24,48.01,48.5,47.67,47.85,47.85,2496580,0.0,1.0
2016-05-25,48.09,48.89,47.88,47.93,47.93,1564360,0.0,1.0
2016-05-27,47.9,48.37,47.41,47.6,47.6,2008380,0.0,1.0
2016-05-30,47.61,47.87,47.3,47.51,47.51,4559670,0.0,1.0
2016-05-31,47.31,47.85,46.91,47.02,47.02,5387750,0.0,1.0
2016-06-01,47.04,47.62,46.76,47.48,47.48,1778110,0.0,1.0
2016-06-02,47.68,48.43,47.34,48.4,48.4,2296370,0.0,1.0
2016-06-03,48.9,49.14,48.5,49.1,49.1,1273880,0.0,1.0
2016-06-06,49.3,49.42,48.6,48.85,48.85,1940700,0.0,1.0
2016-06-07,48.36,49.1,48.36,48.95,48.95,4465250,0.0,1.0
2016-06-08,49.19,50.28,49.19,50.25,50.25,944290,0.0,1.0
2016-06-09,49.95,50.0,49.3,49.66,49.66,1377690,0.0,1.0
2016-06-10,49.12,49.12,47.94,47.94,47.94,2530330,0.0,1.0
2016-06-13,47.89,48.31,47.15,48.1,48.1,1490630,0.0,1.0
2016-06-14,47.85,48.44,46.78,47.1,47.1,1184500,0.0,1.0
2016-06-15,47.3,47.91,46.71,47.4,47.4,3258330,0.0,1.0
2016-06-16,47.0,48.0,46.6,48.0,48.0,3528510,0.0,1.0
2016-06-17,48.24,48.7,47.87,48.02,48.02,4105250,0.0,1.0
2016-06-20,48.72,49.26,48.68,48.68,48.68,3023470,0.0,1.0
2016-06-21,48.67,49.35,48.16,49.35,49.35,1805330,0.0,1.0
2016-06-22,49.49,49.73,48.49,48.57,48.57,5908200,0.0,1.0
2016-06-23,48.82,50.11,48.81,50.11,50.11,4831880,0.0,1.0
2016-06-24,48.33,48.89,48.0,48.57,48.57,5937160,0.0,1.0
2016-06-27,48.6,48.6,47.46,47.85,47.85,2316010,0.0,1.0
2016-06-28,48.9,48.9,48.21,48.65,48.65,1880970,0.0,1.0
2016-06-29,49.15,49.71,49.0,49.51,49.51,3928420,0.0,1.0
2016-06-30,49.16,50.07,49.04,49.9,49.9,1851490,0.0,1.0
2016-07-01,50.08,50.8,49.9,50.71,50.71,2163120,0.0,1.0
2016-07-04,50.89,51.34,50.8,51.01,51.01,1061100,0.0,1.0
2016-07-05,50.6,50.7,49.95,50.25,50.25,902600,0.0,1.0
2016-07-06,49.86,50.4,49.29,50.4,50.4,2344610,0.0,1.0
2016-07-07,50.43,51.13,50.32,50.48,50.48,1234370,0.0,1.0
2016-07-08,50.77,51.57,50.77,51.55,51.55,2059540,0.0,1.0
2016-07-11,51.76,52.4,51.76,52.3,52.3,2970350,0.0,1.0
2016-07-12,52.56,53.1,52.45,52.56,52.56,2561940,0.0,1.0
2016-07-13,52.5,53.0,52.09,52.91,52.91,1783830,0.0,1.0
2016-07-14,53.35,53.95,53.3,53.61,53.61,1544390,0.0,1.0
2016-07-15,53.61,53.98,53.53,53.95,53.95,1289390,0.0,1.0
2016-07-18,53.73,54.88,53.6,54.88,54.88,3356530,0.0,1.0
2016-07-19,54.6,55.05,54.48,55.05,55.05,1313480,0.0,1.0
2016-07-20,55.0,55.22,54.56,54.97,54.97,2164210,0.0,1.0
2016-07-21,54.95,55.2,54.52,54.93,54.93,1872030,0.0,1.0
2016-07-22,55.0,55.45,54.82,55.05,55.05,1184200,0.0,1.0
2016-07-25,55.35,55.46,54.69,55.1,55.1,1712980,0.0,1.0
2016-07-26,54.95,55.56,54.95,55.05,55.05,1452200,0.0,1.0
2016-07-27,55.31,55.63,55.02,55.05,55.05,2968630,0.0,1.0
2016-07-28,55.31,55.31,54.27,55.0,55.0,1896390,0.0,1.0
2016-07-29,54.81,55.76,54.61,55.68,55.68,3412350,0.0,1.0
2016-08-01,55.65,55.89,54.9,55.04,55.04,3784460,0.0,1.0
2016-08-02,55.01,55.27,54.05,54.4,54.4,3871410,0.0,1.0
2016-08-03,54.4,55.35,54.07,55.29,55.29,3263240,0.0,1.0
2016-08-04,55.5,56.29,55.38,55.82,55.82,3206300,0.0,1.0
2016-08-05,55.82,56.22,55.52,55.85,55.85,2827700,0.0,1.0
2016-08-08,55.75,56.19,55.67,55.87,55.87,2435090,0.0,1.0
2016-08-09,55.9,56.34,55.83,55.93,55.93,2815010,0.0,1.0
2016-08-10,56.2,56.22,55.0,55.13,55.13,2338710,0.0,1.0
2016-08-11,55.37,56.53,55.17,56.49,56.49,2567960,0.0,1.0
2016-08-12,56.49,56.97,56.19,56.51,56.51,4029870,0.0,1.0
2016-08-15,57.0,57.53,56.58,57.24,57.24,1661750,0.0,1.0
2016-08-16,57.5,57.5,56.78,56.97,56.97,3025220,0.0,1.0
2016-08-17,56.96,57.48,56.3,57.48,57.48,3746440,0.0,1.0
2016-08-18,57.51,57.64,57.05,57.34,57.34,2049340,0.0,1.0
2016-08-19,57.5,57.5,56.81,57.35,57.35,1514280,0.0,1.0
2016-08-22,57.3,57.3,55.87,56.05,56.05,4156000,0.0,1.0
2016-08-23,56.15,56.83,56.0,56.0,56.0,1601980,0.0,1.0
2016-08-24,56.15,56.55,55.69,55.9,55.9,2366660,0.0,1.0
2016-08-25,56.0,56.37,55.84,56.06,56.06,2816800,0.0,1.0
2016-08-26,56.18,56.9,55.48,55.96,55.96,4326940,0.0,1.0
2016-08-29,55.96,57.18,55.96,56.85,56.85,3215860,0.0,1.0
2016-08-30,57.1,57.1,56.5,56.89,56.89,3227550,0.0,1.0
2016-08-31,56.8,57.09,55.73,55.93,55.93,5236630,0.0,1.0
2016-09-01,56.55,56.61,55.85,56.25,56.25,3471900,0.0,1.0
2016-09-02,56.64,57.83,56.64,57.75,57.75,3697180,0.0,1.0
2016-09-05,57.88,58.12,57.58,57.68,57.68,3376070,0.0,1.0
2016-09-06,57.68,58.12,57.35,58.12,58.12,3284890,0.0,1.0
2016-09-08,58.0,58.45,57.86,58.29,58.29,5618380,0.0,1.0
2016-09-09,57.5,57.6,56.06,56.06,56.06,5417630,0.0,1.0
2016-09-13,56.6,56.6,54.72,55.17,55.17,4842290,0.0,1.0
2016-09-14,55.19,55.61,54.92,55.18,55.18,3060850,0.0,1.0
2016-09-15,55.25,56.35,55.25,56.04,56.04,1818190,0.0,1.0
2016-09-16,55.8,55.87,55.04,55.4,55.4,2457520,0.0,1.0
2016-09-19,55.89,56.25,55.32,55.51,55.51,1780300,0.0,1.0
2016-09-20,55.99,56.12,55.77,55.9,55.9,2312650,0.0,1.0
2016-09-21,56.24,56.78,55.52,56.65,56.65,2483440,0.0,1.0
2016-09-22,57.1,57.67,56.82,57.16,57.16,2714520,0.0,1.0
2016-09-23,57.16,57.36,56.57,57.27,57.27,3319670,0.0,1.0
2016-09-26,56.67,56.67,56.1,56.26,56.26,1878310,0.0,1.0
2016-09-27,56.3,56.72,55.62,56.65,56.65,3448580,0.0,1.0
2016-09-28,56.71,57.66,56.57,57.6,57.6,3156480,0.0,1.0
2016-09-29,57.6,57.77,56.45,56.46,56.46,4080670,0.0,1.0
2016-09-30,56.7,57.1,56.45,56.56,56.56,2262790,0.0,1.0
2016-10-03,56.99,57.7,56.54,57.55,57.55,3097700,0.0,1.0
2016-10-04,57.79,57.79,57.05,57.47,57.47,3207220,0.0,1.0
2016-10-05,57.8,58.63,57.73,58.19,58.19,2194250,0.0,1.0
2016-10-06,58.49,58.87,58.2,58.87,58.87,2982460,0.0,1.0
2016-10-07,59.0,59.41,58.6,59.22,59.22,4068390,0.0,1.0
2016-10-10,59.42,59.84,59.42,59.75,59.75,2512620,0.0,1.0
2016-10-11,59.69,59.69,59.0,59.02,59.02,3137280,0.0,1.0
2016-10-13,58.9,59.46,58.38,59.29,59.29,2960760,0.0,1.0
2016-10-14,59.89,60.15,59.65,59.9,59.9,5609290,0.0,1.0
2016-10-17,59.81,60.78,59.81,60.78,60.78,4287440,0.0,1.0
2016-10-18,60.8,62.01,60.8,61.85,61.85,5076850,0.0,1.0
2016-10-19,61.8,62.07,61.31,61.31,61.31,3620250,0.0,1.0
2016-10-20,60.64,61.95,60.64,61.77,61.77,3059780,0.0,1.0
2016-10-21,61.89,62.38,61.39,61.54,61.54,2760480,0.0,1.0
2016-10-24,62.03,62.67,61.9,62.13,62.13,2916670,0.0,1.0
2016-10-25,62.13,62.2,61.24,61.87,61.87,2560800,0.0,1.0
2016-10-26,61.5,61.99,61.06,61.99,61.99,2295220,0.0,1.0
2016-10-27,62.0,62.61,61.97,62.11,62.11,2610900,0.0,1.0
2016-10-28,61.86,62.7,61.76,62.29,62.29,4079890,0.0,1.0
2016-10-31,62.39,63.0,62.35,62.9,62.9,3793930,0.0,1.0
2016-11-01,63.0,63.4,61.03,61.35,61.35,3105470,0.0,1.0
2016-11-03,60.85,61.57,59.96,59.96,59.96,2782540,0.0,1.0
2016-11-04,59.84,60.76,59.5,59.5,59.5,2927910,0.0,1.0
2016-11-07,60.8,62.2,60.8,62.2,62.2,3202310,0.0,1.0
2016-11-08,61.98,62.76,61.39,62.2,62.2,3473870,0.0,1.0
2016-11-09,60.0,62.35,59.8,61.21,61.21,5017670,0.0,1.0
2016-11-10,61.51,61.87,58.62,59.23,59.23,9426070,0.0,1.0
2016-11-11,58.35,59.79,57.01,57.43,57.43,7622640,0.0,1.0
2016-11-14,57.05,58.1,56.48,58.07,58.07,4440790,0.0,1.0
2016-11-16,58.2,59.02,57.43,58.95,58.95,2885400,0.0,1.0
2016-11-17,59.19,59.52,57.65,57.65,57.65,2946780,0.0,1.0
2016-11-18,57.65,58.31,57.43,58.03,58.03,2876960,0.0,1.0
2016-11-21,58.5,59.16,58.44,59.1,59.1,2851010,0.0,1.0
2016-11-22,59.6,60.57,59.42,60.05,60.05,3341970,0.0,1.0
2016-11-23,59.61,60.13,59.27,60.13,60.13,2684940,0.0,1.0
2016-11-24,60.12,60.12,59.38,59.38,59.38,1505950,0.0,1.0
2016-11-25,58.51,59.6,58.51,59.6,59.6,1899360,0.0,1.0
2016-11-28,59.77,60.93,59.31,60.85,60.85,2729810,0.0,1.0
2016-11-29,60.21,60.45,59.18,59.19,59.19,2752160,0.0,1.0
2016-11-30,59.21,60.61,59.21,60.0,60.0,3363650,0.0,1.0
2016-12-01,59.3,59.37,57.19,57.8,57.8,7064250,0.0,1.0
2016-12-02,56.5,58.48,56.23,58.38,58.38,6194530,0.0,1.0
2016-12-05,58.42,58.76,57.7,57.8,57.8,2837510,0.0,1.0
2016-12-06,57.8,59.27,57.5,59.11,59.11,4858040,0.0,1.0
2016-12-07,59.59,59.97,59.05,59.51,59.51,2218020,0.0,1.0
2016-12-08,59.71,60.09,58.52,59.8,59.8,1933340,0.0,1.0
2016-12-09,59.47,59.47,58.36,58.57,58.57,2778900,0.0,1.0
2016-12-12,57.99,58.19,57.12,57.25,57.25,2719510,0.0,1.0
2016-12-13,57.24,58.69,56.71,57.79,57.79,4124690,0.0,1.0
2016-12-14,57.2,57.48,56.32,56.32,56.32,2768450,0.0,1.0
2016-12-15,56.42,56.75,55.75,56.6,56.6,2444660,0.0,1.0
2016-12-16,56.99,57.35,56.42,56.42,56.42,2969450,0.0,1.0
2016-12-19,57.34,57.34,55.2,55.2,55.2,1251770,0.0,1.0
2016-12-20,55.61,56.03,55.15,55.71,55.71,3788830,0.0,1.0
2016-12-21,55.99,56.17,55.38,55.7,55.7,2428020,0.0,1.0
2016-12-22,56.13,56.13,55.01,55.98,55.98,3705880,0.0,1.0
2016-12-23,55.75,56.36,55.63,56.36,56.36,1943140,0.0,1.0
2016-12-26,56.35,56.97,56.35,56.96,56.96,1708030,0.0,1.0
2016-12-27,57.0,57.26,56.52,56.81,56.81,2336120,0.0,1.0
2016-12-28,56.96,58.07,56.81,57.84,57.84,1312100,0.0,1.0
2016-12-29,57.88,58.31,57.37,58.24,58.24,2024920,0.0,1.0
2017-01-02,57.99,58.04,57.5,57.63,57.63,828980,0.0,1.0
2017-01-03,57.65,59.86,57.65,59.75,59.75,3194690,0.0,1.0
2017-01-04,59.74,60.02,59.41,59.75,59.75,1759860,0.0,1.0
2017-01-05,59.85,60.48,59.68,60.05,60.05,1172450,0.0,1.0
2017-01-06,60.48,60.48,59.48,59.85,59.85,848080,0.0,1.0
2017-01-09,59.59,60.19,59.4,59.74,59.74,655790,0.0,1.0
2017-01-10,60.01,60.5,59.99,60.25,60.25,1060270,0.0,1.0
2017-01-11,60.5,60.75,59.71,60.47,60.47,2368930,0.0,1.0
2017-01-12,62.0,62.5,61.8,62.0,62.0,2786260,0.0,1.0
2017-01-13,61.59,62.11,61.32,61.68,61.68,1612030,0.0,1.0
2017-01-16,61.64,62.02,61.51,61.9,61.9,1382920,0.0,1.0
2017-01-17,61.75,62.65,61.48,62.28,62.28,1151080,0.0,1.0
2017-01-18,62.29,62.61,61.9,61.9,61.9,1370350,0.0,1.0
2017-01-19,61.91,62.46,61.51,62.1,62.1,1327500,0.0,1.0
2017-01-20,62.15,62.66,61.98,62.57,62.57,1402290,0.0,1.0
2017-01-23,62.86,63.8,62.51,63.8,63.8,586460,0.0,1.0
2017-01-24,63.8,64.09,63.5,63.91,63.91,1352190,0.0,1.0
2017-01-26,64.12,64.5,64.03,64.2,64.2,1561180,0.0,1.0
2017-01-27,64.31,64.31,63.85,64.01,64.01,1167210,0.0,1.0
2017-01-30,63.7,63.7,62.14,62.26,62.26,1818700,0.0,1.0
2017-01-31,62.37,62.9,62.15,62.39,62.39,1760040,0.0,1.0
2017-02-01,63.0,63.54,62.64,62.71,62.71,1044730,0.0,1.0
2017-02-02,62.31,63.11,62.13,62.65,62.65,1755420,0.0,1.0
2017-02-03,62.5,63.35,62.26,63.09,63.09,1528740,0.0,1.0
2017-02-06,63.1,63.32,61.86,62.01,62.01,1599170,0.0,1.0
2017-02-07,62.34,62.78,61.88,62.01,62.01,1954070,0.0,1.0
2017-02-08,62.58,62.87,61.71,62.87,62.87,1536000,0.0,1.0
2017-02-09,62.92,63.21,62.52,62.83,62.83,1393490,0.0,1.0
2017-02-10,62.93,64.13,62.93,63.99,63.99,4531660,0.0,1.0
2017-02-13,64.56,64.9,64.23,64.68,64.68,3019890,0.0,1.0
2017-02-14,64.68,65.05,64.09,65.05,65.05,2974980,0.0,1.0
2017-02-15,65.01,65.91,64.93,65.85,65.85,4242880,0.0,1.0
2017-02-16,65.64,66.28,65.47,65.6,65.6,2610290,0.0,1.0
2017-02-17,65.29,65.65,65.0,65.42,65.42,2327640,0.0,1.0
2017-02-20,65.87,66.49,65.73,66.35,66.35,1226730,0.0,1.0
2017-02-21,66.5,66.98,66.4,66.89,66.89,2459680,0.0,1.0
2017-02-22,66.66,66.66,66.1,66.48,66.48,1250460,0.0,1.0
2017-02-23,67.07,67.34,65.13,65.32,65.32,2590100,0.0,1.0
2017-02-24,64.13,65.06,64.13,64.5,64.5,3288310,0.0,1.0
2017-03-01,65.12,65.69,64.69,64.83,64.83,1175660,0.0,1.0
2017-03-02,64.48,64.65,63.49,63.5,63.5,1513930,0.0,1.0
2017-03-03,63.75,64.7,63.75,64.6,64.6,1245320,0.0,1.0
2017-03-06,64.4,64.72,63.98,64.2,64.2,1448170,0.0,1.0
2017-03-07,64.29,64.5,63.56,63.82,63.82,2132910,0.0,1.0
2017-03-08,63.67,63.73,62.44,62.63,62.63,1628400,0.0,1.0
2017-03-09,62.4,63.0,62.11,62.37,62.37,1855990,0.0,1.0
2017-03-10,62.8,63.66,62.39,62.55,62.55,1298350,0.0,1.0
2017-03-13,62.99,63.59,62.95,63.47,63.47,1297190,0.0,1.0
2017-03-14,63.06,63.78,62.67,62.75,62.75,1889100,0.0,1.0
2017-03-15,62.93,64.21,62.46,64.11,64.11,3492720,0.0,1.0
2017-03-16,65.88,65.88,63.41,63.42,63.42,2352250,0.0,1.0
2017-03-17,64.1,64.1,62.09,62.21,62.21,2738010,0.0,1.0
2017-03-20,61.99,63.1,61.65,62.81,62.81,5797680,0.0,1.0
2017-03-21,62.86,63.0,60.78,60.98,60.98,4663050,0.0,1.0
2017-03-22,60.8,61.72,60.51,61.37,61.37,2274620,0.0,1.0
2017-03-23,61.07,61.93,60.83,61.54,61.54,2374380,0.0,1.0
2017-03-24,61.4,61.99,61.4,61.88,61.88,2861130,0.0,1.0
2017-03-27,61.38,62.33,61.02,62.28,62.28,2801060,0.0,1.0
2017-03-28,62.2,62.79,61.95,62.5,62.5,2200090,0.0,1.0
2017-03-29,62.5,63.49,62.42,63.48,63.48,1969240,0.0,1.0
2017-03-30,63.5,63.62,62.96,63.15,63.15,2152450,0.0,1.0
2017-03-31,63.0,63.53,62.64,62.78,62.78,1811960,0.0,1.0
2017-04-03,62.7,63.29,62.69,63.08,63.08,1349020,0.0,1.0
2017-04-04,62.95,63.72,62.84,63.72,63.72,1756090,0.0,1.0
2017-04-05,63.83,64.18,62.4,62.56,62.56,2311360,0.0,1.0
2017-04-06,62.63,62.84,61.7,62.0,62.0,2042080,0.0,1.0
2017-04-07,62.1,63.08,61.98,62.27,62.27,1445510,0.0,1.0
2017-04-10,62.3,62.8,61.99,62.54,62.54,1381410,0.0,1.0
2017-04-11,62.77,62.77,61.29,62.42,62.42,2788510,0.0,1.0
2017-04-12,62.06,62.34,61.68,61.68,61.68,2857860,0.0,1.0
2017-04-13,61.68,61.96,60.79,60.8,60.8,3500370,0.0,1.0
2017-04-17,61.1,62.31,60.96,62.25,62.25,3897800,0.0,1.0
2017-04-18,61.94,62.53,61.67,61.95,61.95,4107440,0.0,1.0
2017-04-19,61.96,62.4,61.15,61.2,61.2,3031440,0.0,1.0
2017-04-20,61.68,62.03,61.29,61.51,61.51,1946870,0.0,1.0
2017-04-24,62.25,62.62,62.13,62.29,62.29,2454930,0.0,1.0
2017-04-25,62.0,63.0,61.81,63.0,63.0,2428750,0.0,1.0
2017-04-26,62.61,63.33,62.58,62.8,62.8,2447240,0.0,1.0
2017-04-27,63.26,63.26,62.16,62.46,62.46,1795460,0.0,1.0
2017-04-28,62.51,63.28,62.45,63.19,63.19,2801110,0.0,1.0
2017-05-02,63.46,64.71,63.4,64.56,64.56,2003790,0.0,1.0
2017-05-03,64.51,64.73,63.74,63.96,63.96,3245470,0.0,1.0
2017-05-04,63.9,63.9,62.62,62.66,62.66,3271120,0.0,1.0
2017-05-05,62.99,63.66,62.76,63.66,63.66,2292680,0.0,1.0
2017-05-08,63.48,63.9,63.18,63.42,63.42,2699890,0.0,1.0
2017-05-09,63.73,64.41,63.63,64.17,64.17,2801290,0.0,1.0
2017-05-10,64.62,65.33,64.62,65.2,65.2,2070760,0.0,1.0
2017-05-11,65.3,65.5,64.98,65.35,65.35,1971180,0.0,1.0
2017-05-12,65.9,66.18,65.66,65.94,65.94,3655560,0.0,1.0
2017-05-15,66.22,66.46,65.85,66.27,66.27,3698010,0.0,1.0
2017-05-16,66.4,66.54,65.88,66.45,66.45,1744330,0.0,1.0
2017-05-17,66.07,66.17,64.96,65.33,65.33,2391640,0.0,1.0
2017-05-18,58.0,61.2,58.0,59.67,59.67,16770930,0.0,1.0
2017-05-19,60.89,61.47,60.22,60.61,60.61,5499040,0.0,1.0
2017-05-22,60.09,60.14,58.93,59.53,59.53,7729600,0.0,1.0
2017-05-23,59.99,60.82,59.71,60.74,60.74,7863260,0.0,1.0
2017-05-24,61.2,61.94,60.84,61.17,61.17,5693280,0.0,1.0
2017-05-25,61.22,61.94,60.72,61.29,61.29,3143720,0.0,1.0
2017-05-26,61.48,62.1,61.37,61.95,61.95,6385100,0.0,1.0
